scope,map,rate,comparison,candidate,baseline,metric,direction,n,native_mean,model_mean,aggregate_improvement_pct,mean_paired_improvement_pct,paired_delta_mean,paired_delta_sd,paired_delta_ci95_low,paired_delta_ci95_high,wins,losses,ties,ci_excludes_zero_in_favor_of_model,paired_t_pvalue,paired_effect_size_dz,holm_adjusted_pvalue,holm_significant_in_favor
condition,melbourne,18p0,learned_vs_max_pressure,all_model,max_pressure,mean_global_wait,lower,30,7286.334972677595,7729.149726775956,-6.077331824008011,-7.924331613604577,-442.8147540983607,1127.4119021410115,-863.7500083226898,-21.87949987403158,12,18,0,no,0.039916621283379125,-0.392771047793121,0.6890260660038391,no
condition,melbourne,18p0,learned_vs_max_pressure,all_model,max_pressure,max_global_wait,lower,30,20364.233333333334,20187.533333333333,0.8676977773121866,-3.037211060135929,176.7,5270.406659373868,-1791.0812189281437,2144.481218928144,18,12,0,no,0.8555785605722701,0.033526824668400866,1.0,no
condition,melbourne,18p0,learned_vs_max_pressure,all_model,max_pressure,recovered_total,lower,30,530.5333333333333,476.8666666666667,10.115606936416178,9.338044859356053,53.666666666666664,59.127176395509935,31.590695160293688,75.74263817303964,25,5,0,yes,2.74657274986922e-05,0.9076480552306919,0.0012908891924385333,yes
condition,melbourne,18p0,schema_v3_vs_native,schema_v3,native_sumo,total_arrived,higher,30,776.9666666666667,795.8,2.423956411686463,2.4800904383552256,18.833333333333332,38.8534677219806,4.326839050285496,33.33982761638117,18,12,0,yes,0.012746910401246682,0.48472721838104393,0.2590366716168494,no
condition,melbourne,18p0,schema_v3_vs_native,schema_v3,native_sumo,mean_avg_speed_mps,higher,30,4.9146116970970155,5.324732538077948,8.344928679170827,8.368377463716737,0.4101208409809328,0.16101716233517366,0.35000279536395557,0.4702388865979101,30,0,0,yes,2.146816482992681e-14,2.5470629033147687,2.146816482992681e-12,yes
condition,melbourne,18p0,schema_v3_vs_native,schema_v3,native_sumo,mean_global_queue,lower,30,236.53551912568307,199.84918032786885,15.509864621355637,15.458170377211657,36.6863387978142,15.289283897631984,30.977867393409333,42.39481020221907,30,0,0,yes,9.641075438871422e-14,2.399480514813137,9.255432421316566e-12,yes
condition,melbourne,18p0,schema_v3_vs_native,schema_v3,native_sumo,max_global_queue,lower,30,567.8,401.56666666666666,29.276740636374303,29.21343051350658,166.23333333333332,43.74982430178185,149.89871474382963,182.567951922837,30,0,0,yes,5.571995283163188e-19,3.799634306795672,7.132153962448881e-17,yes
condition,melbourne,18p0,schema_v3_vs_native,schema_v3,native_sumo,mean_global_wait,lower,30,5731.125136612022,7426.164480874317,-29.576030951303288,-30.00475465178442,-1695.0393442622951,1259.4079468936525,-2165.2571974631333,-1224.8214910614568,1,29,0,no,4.02521870431052e-08,-1.345901737751563,2.1333659132845756e-06,no
condition,melbourne,18p0,schema_v3_vs_native,schema_v3,native_sumo,max_global_wait,lower,30,17628.6,20027.033333333333,-13.605353421901539,-14.288788838742642,-2398.4333333333334,4468.192095115269,-4066.696345200348,-730.1703214663189,10,20,0,no,0.0063826688887762386,-0.5367793689880425,0.14680138444185348,no
condition,melbourne,18p0,schema_v3_vs_native,schema_v3,native_sumo,recovered_total,lower,30,1126.6666666666667,486.8,56.79289940828403,56.71240100342454,639.8666666666667,64.13172507362904,615.9221757965176,663.8111575368157,30,0,0,yes,8.377951941198802e-31,9.977381178068136,1.3739841183566034e-28,yes
condition,melbourne,18p0,schema_v3_vs_max_pressure,schema_v3,max_pressure,total_arrived,higher,30,791.8333333333334,795.8,0.5009471690170385,0.6245684355236695,3.966666666666667,42.02666094141976,-11.724584396038155,19.65791772937149,15,15,0,no,0.6091009154835052,0.094384530624399,1.0,no
condition,melbourne,18p0,schema_v3_vs_max_pressure,schema_v3,max_pressure,mean_avg_speed_mps,higher,30,5.512385034604147,5.324732538077948,-3.4041979170214907,-3.3709542107318926,-0.18765249652619914,0.1635736978640034,-0.2487250610113184,-0.1265799320410799,3,27,0,no,7.339905100310647e-07,-1.1472045871471042,7.706900355326179e-05,no
condition,melbourne,18p0,schema_v3_vs_max_pressure,schema_v3,max_pressure,mean_global_queue,lower,30,196.95792349726779,199.84918032786885,-1.4679565966490165,-1.7487119319035533,-2.891256830601095,16.286913045759356,-8.972207253802122,3.189693592599931,16,14,0,no,0.33893291021314065,-0.17752024723640894,1.0,no
condition,melbourne,18p0,schema_v3_vs_max_pressure,schema_v3,max_pressure,max_global_queue,lower,30,403.96666666666664,401.56666666666666,0.5941084247875181,0.06098619204749694,2.4,48.482915583205966,-15.701785476805204,20.501785476805203,17,13,0,no,0.7882090367461316,0.04950197345044442,1.0,no
condition,melbourne,18p0,schema_v3_vs_max_pressure,schema_v3,max_pressure,mean_global_wait,lower,30,7286.334972677595,7426.164480874317,-1.919065054256446,-3.446354818788086,-139.82950819672138,1438.6313482026835,-676.9629650466775,397.3039486532348,15,15,0,no,0.5985284806191655,-0.09719620552646355,1.0,no
condition,melbourne,18p0,schema_v3_vs_max_pressure,schema_v3,max_pressure,max_global_wait,lower,30,20364.233333333334,20027.033333333333,1.655844315278261,-1.090326174058234,337.2,5217.342898845918,-1610.7691098972618,2285.169109897262,17,13,0,no,0.7259025266071846,0.06463059962468425,1.0,no
condition,melbourne,18p0,schema_v3_vs_max_pressure,schema_v3,max_pressure,recovered_total,lower,30,530.5333333333333,486.8,8.243277205327965,7.547510273362664,43.733333333333334,53.58327925847721,23.727254602031064,63.7394120646356,23,7,0,yes,0.00011019419723474447,0.8161750071765987,0.008705341581544812,yes
condition,melbourne,18p0,detector_v4_vs_schema_v3,all_model,schema_v3,total_arrived,higher,30,795.8,803.7666666666667,1.0010890508503012,1.1455811334566743,7.966666666666667,38.32842047478547,-6.343793765702323,22.277127099035656,16,14,0,no,0.2642478743965619,0.20785272567930568,1.0,no
condition,melbourne,18p0,detector_v4_vs_schema_v3,all_model,schema_v3,mean_avg_speed_mps,higher,30,5.324732538077948,5.247709155927187,-1.4465211463666154,-1.3914291961904452,-0.07702338215076117,0.14948527299181408,-0.13283583301287058,-0.021210931288651765,8,22,0,no,0.008525881124486793,-0.5152573267533788,0.20462114698768302,no
condition,melbourne,18p0,detector_v4_vs_schema_v3,all_model,schema_v3,mean_global_queue,lower,30,199.84918032786885,199.92896174863387,-0.039920814603356565,-0.48092398427871913,-0.07978142076502574,16.25530934891716,-6.148932154660452,5.9893693131304,11,19,0,no,0.9787377152267507,-0.004908022299208987,1.0,no
condition,melbourne,18p0,detector_v4_vs_schema_v3,all_model,schema_v3,max_global_queue,lower,30,401.56666666666666,393.53333333333336,2.000498049306874,1.0695421568298127,8.033333333333333,48.19964467842514,-9.962688925883134,26.0293555925498,15,15,0,no,0.3688340925511103,0.16666789531187498,1.0,no
condition,melbourne,18p0,detector_v4_vs_schema_v3,all_model,schema_v3,mean_global_wait,lower,30,7426.164480874317,7729.149726775956,-4.079969500836688,-6.601317183260698,-302.9852459016393,1395.0953564069373,-823.863921566787,217.89342976350844,11,19,0,no,0.24387650198903105,-0.21717887921437617,1.0,no
condition,melbourne,18p0,detector_v4_vs_schema_v3,all_model,schema_v3,max_global_wait,lower,30,20027.033333333333,20187.533333333333,-0.8014167516906315,-6.303868419622834,-160.5,5651.76941930273,-2270.668424524869,1949.668424524869,14,16,0,no,0.8774706867378838,-0.028398186141819142,1.0,no
condition,melbourne,18p0,detector_v4_vs_schema_v3,all_model,schema_v3,recovered_total,lower,30,486.8,476.8666666666667,2.0405368392221317,1.6496761546972414,9.933333333333334,44.265603781727854,-6.593858854251462,26.46052552091813,18,12,0,no,0.22891236156760303,0.22440297849125143,1.0,no
condition,melbourne,6p0,learned_vs_native,all_model,native_sumo,total_arrived,higher,30,287.73333333333335,298.23333333333335,3.6492122335495827,3.7751215455767952,10.5,14.262925172725216,5.174734210130106,15.825265789869894,20,9,1,yes,0.0003665504583686162,0.7361743732680444,0.0058648073338978595,yes
condition,melbourne,6p0,learned_vs_native,all_model,native_sumo,mean_avg_speed_mps,higher,30,5.487617986938081,5.901759612732331,7.546837749639496,7.553870486934402,0.4141416257942498,0.1757047256743995,0.34853976969381745,0.47974348189468213,30,0,0,yes,1.5036953744859712e-13,2.3570317998259225,7.217737797532662e-12,yes
